Data from USB4F104151__68__10-24-03-072.txt Node

Date: Wed Mar 12 10:24:03 EDT 2025
User: louis
Spectrometer: USB4F10415
Trigger mode: 4
Integration Time (sec): 3.000000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
178.204	-136.87
178.424	-136.87
178.644	-136.87
178.864	-120.49
179.084	-114.34
179.304	33.11
179.524	-13.99
179.744	18.77
179.964	63.83
180.184	-34.47
180.404	-71.34
180.624	-1.71
180.844	10.58
181.064	-67.24
181.283	12.63
181.503	24.92
181.723	24.92
181.943	39.25
182.163	29.01
182.383	-50.86
182.602	-7.85
182.822	-40.62
183.042	41.3
183.262	-52.91
183.482	35.16
183.701	-46.76
183.921	39.25
184.141	24.92
184.361	61.78
184.58	-26.28
184.8	8.53
185.02	-13.99
185.239	10.58
185.459	29.01
185.679	39.25
185.898	-95.91
186.118	-5.8
186.338	55.64
186.557	57.68
186.777	-36.52
186.997	45.4
187.216	16.73
187.436	139.6
187.655	76.12
187.875	-22.19
188.095	-30.38
188.314	78.16
188.534	-11.95
188.753	35.16
188.973	41.3
189.192	10.58
189.412	-5.8
189.631	31.06
189.851	8.53
190.07	35.16
190.29	-71.34
190.509	29.01
190.729	51.54
190.948	47.44
191.168	86.36
191.387	112.98
191.607	-30.38
191.826	37.2
192.045	12.63
192.265	-5.8
192.484	26.96
192.704	90.45
192.923	-24.23
193.142	47.44
193.362	63.83
193.581	47.44
193.8	26.96
194.02	12.63
194.239	55.64
194.458	14.68
194.678	24.92
194.897	-9.9
195.116	35.16
195.335	39.25
195.555	4.44
195.774	-5.8
195.993	41.3
196.212	14.68
196.432	31.06
196.651	92.5
196.87	14.68
197.089	37.2
197.308	14.68
197.528	-38.57
197.747	8.53
197.966	-22.19
198.185	31.06
198.404	41.3
198.623	65.88
198.842	31.06
199.062	41.3
199.281	-13.99
199.5	-20.14
199.719	22.87
199.938	16.73
200.157	-13.99
200.376	-46.76
200.595	84.31
200.814	43.35
201.033	-20.14
201.252	51.54
201.471	45.4
201.69	26.96
201.909	65.88
202.128	10.58
202.347	104.79
202.566	6.49
202.785	-79.53
203.004	-26.28
203.223	43.35
203.442	33.11
203.661	14.68
203.879	43.35
204.098	10.58
204.317	-30.38
204.536	76.12
204.755	0.34
204.974	49.49
205.193	2.39
205.411	127.32
205.63	-20.14
205.849	-1.71
206.068	-18.09
206.287	59.73
206.505	41.3
206.724	45.4
206.943	-38.57
207.162	-13.99
207.381	-1.71
207.599	51.54
207.818	-30.38
208.037	31.06
208.255	16.73
208.474	-1.71
208.693	18.77
208.911	-30.38
209.13	43.35
209.349	14.68
209.567	43.35
209.786	61.78
210.005	24.92
210.223	78.16
210.442	-24.23
210.661	121.17
210.879	31.06
211.098	45.4
211.316	6.49
211.535	59.73
211.753	22.87
211.972	-28.33
212.191	-87.72
212.409	-7.85
212.628	18.77
212.846	26.96
213.065	-36.52
213.283	-13.99
213.502	47.44
213.72	-7.85
213.938	8.53
214.157	67.92
214.375	-11.95
214.594	14.68
214.812	-13.99
215.031	-16.04
215.249	-11.95
215.467	-18.09
215.686	10.58
215.904	43.35
216.122	61.78
216.341	-5.8
216.559	-24.23
216.778	4.44
216.996	92.5
217.214	-63.15
217.432	-30.38
217.651	45.4
217.869	57.68
218.087	-5.8
218.306	-22.19
218.524	63.83
218.742	-13.99
218.96	49.49
219.179	-22.19
219.397	24.92
219.615	14.68
219.833	84.31
220.051	-38.57
220.27	8.53
220.488	-40.62
220.706	-3.75
220.924	24.92
221.142	2.39
221.36	63.83
221.578	69.97
221.796	100.69
222.015	-24.23
222.233	47.44
222.451	-3.75
222.669	-30.38
222.887	-22.19
223.105	-40.62
223.323	51.54
223.541	37.2
223.759	29.01
223.977	51.54
224.195	-3.75
224.413	-7.85
224.631	22.87
224.849	31.06
225.067	76.12
225.285	14.68
225.503	47.44
225.721	-9.9
225.939	55.64
226.157	-5.8
226.375	26.96
226.592	112.98
226.81	29.01
227.028	0.34
227.246	57.68
227.464	55.64
227.682	-28.33
227.9	-22.19
228.117	84.31
228.335	-18.09
228.553	-93.87
228.771	-7.85
228.989	12.63
229.206	8.53
229.424	-34.47
229.642	-7.85
229.86	4.44
230.077	143.7
230.295	-1.71
230.513	-13.99
230.731	53.59
230.948	49.49
231.166	31.06
231.384	43.35
231.601	-59.05
231.819	-5.8
232.037	-57
232.254	-28.33
232.472	59.73
232.689	112.98
232.907	33.11
233.125	26.96
233.342	-24.23
233.56	26.96
233.777	-18.09
233.995	-7.85
234.213	22.87
234.43	-36.52
234.648	12.63
234.865	-22.19
235.083	-18.09
235.3	-13.99
235.518	41.3
235.735	59.73
235.953	88.4
236.17	-7.85
236.388	-34.47
236.605	6.49
236.822	43.35
237.04	18.77
237.257	14.68
237.475	-46.76
237.692	92.5
237.909	-18.09
238.127	-22.19
238.344	-63.15
238.562	-3.75
238.779	-11.95
238.996	-28.33
239.214	31.06
239.431	92.5
239.648	-91.82
239.865	35.16
240.083	61.78
240.3	18.77
240.517	72.02
240.735	-5.8
240.952	29.01
241.169	14.68
241.386	55.64
241.603	-1.71
