% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 6.600 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 1.200 000 000 kHz, 10.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 10:00:44 -0400
% Time (s), Channel A (Input 1) (V)
-3.300448000000e-03, 4.640938e-02
-3.293920000000e-03, 4.518808e-02
-3.287392000000e-03, 4.518808e-02
-3.280864000000e-03, 4.518808e-02
-3.274336000000e-03, 4.518808e-02
-3.267808000000e-03, 4.518808e-02
-3.261280000000e-03, 4.518808e-02
-3.254752000000e-03, 4.518808e-02
-3.248224000000e-03, 4.640938e-02
-3.241696000000e-03, 4.518808e-02
-3.235168000000e-03, 4.518808e-02
-3.228640000000e-03, 4.518808e-02
-3.222112000000e-03, 4.640938e-02
-3.215584000000e-03, 4.640938e-02
-3.209056000000e-03, 4.763068e-02
-3.202528000000e-03, 4.640938e-02
-3.196000000000e-03, 4.763068e-02
-3.189472000000e-03, 4.763068e-02
-3.182944000000e-03, 4.763068e-02
-3.176416000000e-03, 4.885198e-02
-3.169888000000e-03, 4.885198e-02
-3.163360000000e-03, 4.763068e-02
-3.156832000000e-03, 4.763068e-02
-3.150304000000e-03, 4.763068e-02
-3.143776000000e-03, 4.885198e-02
-3.137248000000e-03, 5.007328e-02
-3.130720000000e-03, 5.007328e-02
-3.124192000000e-03, 5.007328e-02
-3.117664000000e-03, 5.007328e-02
-3.111136000000e-03, 5.007328e-02
-3.104608000000e-03, 5.007328e-02
-3.098080000000e-03, 5.007328e-02
-3.091552000000e-03, 5.129458e-02
-3.085024000000e-03, 5.007328e-02
-3.078496000000e-03, 5.129458e-02
-3.071968000000e-03, 5.129458e-02
-3.065440000000e-03, 5.251588e-02
-3.058912000000e-03, 5.251588e-02
-3.052384000000e-03, 5.251588e-02
-3.045856000000e-03, 5.251588e-02
-3.039328000000e-03, 5.373718e-02
-3.032800000000e-03, 5.495848e-02
-3.026272000000e-03, 5.495848e-02
