% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 33.00 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 300.000 000 Hz, 10.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:53:26 -0400
% Time (s), Channel A (Input 1) (V)
-1.650251200000e-02, 9.916952e-01
-1.647006400000e-02, 1.094284e+00
-1.643761600000e-02, 1.172448e+00
-1.640516800000e-02, 1.218857e+00
-1.637272000000e-02, 1.232291e+00
-1.634027200000e-02, 1.211529e+00
-1.630782400000e-02, 1.170005e+00
-1.627537600000e-02, 1.107719e+00
-1.624292800000e-02, 1.034441e+00
-1.621048000000e-02, 9.526136e-01
-1.617803200000e-02, 8.671227e-01
-1.614558400000e-02, 7.840743e-01
-1.611313600000e-02, 7.120176e-01
-1.608068800000e-02, 6.387396e-01
-1.604824000000e-02, 5.788960e-01
-1.601579200000e-02, 5.300440e-01
-1.598334400000e-02, 4.909624e-01
-1.595089600000e-02, 4.628725e-01
-1.591844800000e-02, 4.482169e-01
-1.588600000000e-02, 4.494382e-01
-1.585355200000e-02, 4.653151e-01
-1.582110400000e-02, 5.019541e-01
-1.578865600000e-02, 5.556913e-01
-1.575620800000e-02, 6.289693e-01
-1.572376000000e-02, 7.169028e-01
-1.569131200000e-02, 8.207133e-01
-1.565886400000e-02, 9.306302e-01
-1.562641600000e-02, 1.038105e+00
-1.559396800000e-02, 1.133366e+00
-1.556152000000e-02, 1.207865e+00
-1.552907200000e-02, 1.246947e+00
-1.549662400000e-02, 1.244504e+00
-1.546417600000e-02, 1.194431e+00
-1.543172800000e-02, 1.106497e+00
-1.539928000000e-02, 9.868100e-01
-1.536683200000e-02, 8.500245e-01
-1.533438400000e-02, 7.205667e-01
-1.530193600000e-02, 6.204202e-01
-1.526948800000e-02, 5.654617e-01
-1.523704000000e-02, 5.642404e-01
-1.520459200000e-02, 6.216415e-01
-1.517214400000e-02, 7.205667e-01
-1.513969600000e-02, 8.451393e-01
-1.510724800000e-02, 9.660479e-01
-1.507480000000e-02, 1.069858e+00
-1.504235200000e-02, 1.129702e+00
-1.500990400000e-02, 1.144358e+00
-1.497745600000e-02, 1.102833e+00
-1.494500800000e-02, 1.019785e+00
-1.491256000000e-02, 9.086468e-01
-1.488011200000e-02, 7.840743e-01
-1.484766400000e-02, 6.668295e-01
-1.481521600000e-02, 5.691256e-01
-1.478276800000e-02, 4.970689e-01
-1.475032000000e-02, 4.628725e-01
-1.471787200000e-02, 4.628725e-01
-1.468542400000e-02, 4.921837e-01
-1.465297600000e-02, 5.471422e-01
-1.462052800000e-02, 6.191989e-01
-1.458808000000e-02, 7.083537e-01
-1.455563200000e-02, 7.975086e-01
-1.452318400000e-02, 8.878848e-01
-1.449073600000e-02, 9.733757e-01
-1.445828800000e-02, 1.052760e+00
-1.442584000000e-02, 1.128481e+00
-1.439339200000e-02, 1.190767e+00
-1.436094400000e-02, 1.245726e+00
-1.432849600000e-02, 1.287250e+00
-1.429604800000e-02, 1.321446e+00
-1.426360000000e-02, 1.343429e+00
-1.423115200000e-02, 1.353200e+00
-1.419870400000e-02, 1.344651e+00
-1.416625600000e-02, 1.322667e+00
-1.413380800000e-02, 1.283586e+00
-1.410136000000e-02, 1.222521e+00
-1.406891200000e-02, 1.143136e+00
-1.403646400000e-02, 1.049096e+00
-1.400401600000e-02, 9.342941e-01
-1.397156800000e-02, 8.146068e-01
-1.393912000000e-02, 6.924768e-01
-1.390667200000e-02, 5.886664e-01
-1.387422400000e-02, 5.080606e-01
-1.384177600000e-02, 4.640938e-01
-1.380932800000e-02, 4.665364e-01
-1.377688000000e-02, 5.153884e-01
-1.374443200000e-02, 6.069859e-01
-1.371198400000e-02, 7.266732e-01
-1.367953600000e-02, 8.634588e-01
-1.364708800000e-02, 9.843674e-01
-1.361464000000e-02, 1.075965e+00
-1.358219200000e-02, 1.121153e+00
-1.354974400000e-02, 1.105276e+00
-1.351729600000e-02, 1.040547e+00
-1.348484800000e-02, 9.342941e-01
-1.345240000000e-02, 8.085003e-01
-1.341995200000e-02, 6.875916e-01
-1.338750400000e-02, 5.923303e-01
-1.335505600000e-02, 5.373718e-01
-1.332260800000e-02, 5.361505e-01
-1.329016000000e-02, 5.874451e-01
-1.325771200000e-02, 6.765999e-01
-1.322526400000e-02, 7.914021e-01
-1.319281600000e-02, 9.135320e-01
-1.316036800000e-02, 1.030777e+00
-1.312792000000e-02, 1.124817e+00
-1.309547200000e-02, 1.189546e+00
-1.306302400000e-02, 1.221300e+00
-1.303057600000e-02, 1.220078e+00
-1.299812800000e-02, 1.187103e+00
-1.296568000000e-02, 1.134587e+00
-1.293323200000e-02, 1.062531e+00
-1.290078400000e-02, 9.819248e-01
-1.286833600000e-02, 8.976551e-01
-1.283588800000e-02, 8.085003e-01
-1.280344000000e-02, 7.278945e-01
-1.277099200000e-02, 6.521739e-01
-1.273854400000e-02, 5.837812e-01
-1.270609600000e-02, 5.251588e-01
-1.267364800000e-02, 4.775281e-01
-1.264120000000e-02, 4.408891e-01
-1.260875200000e-02, 4.164631e-01
-1.257630400000e-02, 4.030288e-01
-1.254385600000e-02, 4.066927e-01
-1.251140800000e-02, 4.250122e-01
-1.247896000000e-02, 4.616512e-01
-1.244651200000e-02, 5.178310e-01
-1.241406400000e-02, 5.947729e-01
-1.238161600000e-02, 6.827064e-01
-1.234916800000e-02, 7.926234e-01
-1.231672000000e-02, 9.062042e-01
-1.228427200000e-02, 1.018564e+00
-1.225182400000e-02, 1.117489e+00
-1.221937600000e-02, 1.195652e+00
-1.218692800000e-02, 1.233513e+00
-1.215448000000e-02, 1.229849e+00
-1.212203200000e-02, 1.178554e+00
-1.208958400000e-02, 1.085735e+00
-1.205713600000e-02, 9.611627e-01
-1.202468800000e-02, 8.304837e-01
-1.199224000000e-02, 7.022472e-01
-1.195979200000e-02, 6.094285e-01
-1.192734400000e-02, 5.605765e-01
-1.189489600000e-02, 5.703469e-01
-1.186244800000e-02, 6.350758e-01
-1.183000000000e-02, 7.388862e-01
-1.179755200000e-02, 8.659014e-01
-1.176510400000e-02, 9.868100e-01
-1.173265600000e-02, 1.083293e+00
-1.170020800000e-02, 1.134587e+00
-1.166776000000e-02, 1.135809e+00
-1.163531200000e-02, 1.086957e+00
-1.160286400000e-02, 9.941378e-01
-1.157041600000e-02, 8.805570e-01
-1.153796800000e-02, 7.584270e-01
-1.150552000000e-02, 6.411822e-01
-1.147307200000e-02, 5.459209e-01
-1.144062400000e-02, 4.872985e-01
-1.140817600000e-02, 4.592086e-01
-1.137572800000e-02, 4.665364e-01
-1.134328000000e-02, 5.092819e-01
-1.131083200000e-02, 5.703469e-01
-1.127838400000e-02, 6.485100e-01
-1.124593600000e-02, 7.364436e-01
-1.121348800000e-02, 8.304837e-01
-1.118104000000e-02, 9.208598e-01
-1.114859200000e-02, 1.007572e+00
-1.111614400000e-02, 1.084514e+00
-1.108369600000e-02, 1.157792e+00
-1.105124800000e-02, 1.218857e+00
-1.101880000000e-02, 1.270152e+00
-1.098635200000e-02, 1.309233e+00
-1.095390400000e-02, 1.343429e+00
-1.092145600000e-02, 1.362970e+00
-1.088900800000e-02, 1.370298e+00
-1.085656000000e-02, 1.360528e+00
-1.082411200000e-02, 1.339766e+00
-1.079166400000e-02, 1.294577e+00
-1.075921600000e-02, 1.233513e+00
-1.072676800000e-02, 1.152907e+00
-1.069432000000e-02, 1.052760e+00
-1.066187200000e-02, 9.379580e-01
-1.062942400000e-02, 8.170494e-01
-1.059697600000e-02, 6.936981e-01
-1.056452800000e-02, 5.886664e-01
-1.053208000000e-02, 5.117245e-01
-1.049963200000e-02, 4.677577e-01
-1.046718400000e-02, 4.738642e-01
-1.043473600000e-02, 5.263801e-01
-1.040228800000e-02, 6.216415e-01
-1.036984000000e-02, 7.449927e-01
