% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 33.00 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 300.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:52:12 -0400
% Time (s), Channel A (Input 1) (V)
-1.650251200000e-02, 1.614558e+00
-1.647006400000e-02, 1.603566e+00
-1.643761600000e-02, 1.588911e+00
-1.640516800000e-02, 1.574255e+00
-1.637272000000e-02, 1.555936e+00
-1.634027200000e-02, 1.540059e+00
-1.630782400000e-02, 1.518075e+00
-1.627537600000e-02, 1.496092e+00
-1.624292800000e-02, 1.474109e+00
-1.621048000000e-02, 1.450904e+00
-1.617803200000e-02, 1.424035e+00
-1.614558400000e-02, 1.397167e+00
-1.611313600000e-02, 1.364192e+00
-1.608068800000e-02, 1.338544e+00
-1.604824000000e-02, 1.305569e+00
-1.601579200000e-02, 1.275037e+00
-1.598334400000e-02, 1.243283e+00
-1.595089600000e-02, 1.210308e+00
-1.591844800000e-02, 1.174890e+00
-1.588600000000e-02, 1.140694e+00
-1.585355200000e-02, 1.108940e+00
-1.582110400000e-02, 1.075965e+00
-1.578865600000e-02, 1.044211e+00
-1.575620800000e-02, 1.011236e+00
-1.572376000000e-02, 9.807035e-01
-1.569131200000e-02, 9.501710e-01
-1.565886400000e-02, 9.196385e-01
-1.562641600000e-02, 8.927699e-01
-1.559396800000e-02, 8.634588e-01
-1.556152000000e-02, 8.402541e-01
-1.552907200000e-02, 8.121642e-01
-1.549662400000e-02, 7.901808e-01
-1.546417600000e-02, 7.706400e-01
-1.543172800000e-02, 7.498779e-01
-1.539928000000e-02, 7.364436e-01
-1.536683200000e-02, 7.181241e-01
-1.533438400000e-02, 7.071324e-01
-1.530193600000e-02, 6.961407e-01
-1.526948800000e-02, 6.863703e-01
-1.523704000000e-02, 6.814851e-01
-1.520459200000e-02, 6.778212e-01
-1.517214400000e-02, 6.741573e-01
-1.513969600000e-02, 6.741573e-01
-1.510724800000e-02, 6.790425e-01
-1.507480000000e-02, 6.839277e-01
-1.504235200000e-02, 6.912555e-01
-1.500990400000e-02, 6.998046e-01
-1.497745600000e-02, 7.120176e-01
-1.494500800000e-02, 7.254519e-01
-1.491256000000e-02, 7.413288e-01
-1.488011200000e-02, 7.596483e-01
-1.484766400000e-02, 7.791891e-01
-1.481521600000e-02, 8.011725e-01
-1.478276800000e-02, 8.268198e-01
-1.475032000000e-02, 8.512458e-01
-1.471787200000e-02, 8.781144e-01
-1.468542400000e-02, 9.086468e-01
-1.465297600000e-02, 9.428432e-01
-1.462052800000e-02, 9.721544e-01
-1.458808000000e-02, 1.005130e+00
-1.455563200000e-02, 1.039326e+00
-1.452318400000e-02, 1.072301e+00
-1.449073600000e-02, 1.107719e+00
-1.445828800000e-02, 1.143136e+00
-1.442584000000e-02, 1.178554e+00
-1.439339200000e-02, 1.210308e+00
-1.436094400000e-02, 1.244504e+00
-1.432849600000e-02, 1.281143e+00
-1.429604800000e-02, 1.314118e+00
-1.426360000000e-02, 1.344651e+00
-1.423115200000e-02, 1.377626e+00
-1.419870400000e-02, 1.404494e+00
-1.416625600000e-02, 1.435027e+00
-1.413380800000e-02, 1.463117e+00
-1.410136000000e-02, 1.487543e+00
-1.406891200000e-02, 1.511969e+00
-1.403646400000e-02, 1.533952e+00
-1.400401600000e-02, 1.555936e+00
-1.397156800000e-02, 1.574255e+00
-1.393912000000e-02, 1.592575e+00
-1.390667200000e-02, 1.606009e+00
-1.387422400000e-02, 1.620664e+00
-1.384177600000e-02, 1.635320e+00
-1.380932800000e-02, 1.643869e+00
-1.377688000000e-02, 1.654861e+00
-1.374443200000e-02, 1.662189e+00
-1.371198400000e-02, 1.670738e+00
-1.367953600000e-02, 1.679287e+00
-1.364708800000e-02, 1.682951e+00
-1.361464000000e-02, 1.689057e+00
-1.358219200000e-02, 1.693942e+00
-1.354974400000e-02, 1.696385e+00
-1.351729600000e-02, 1.698828e+00
-1.348484800000e-02, 1.700049e+00
-1.345240000000e-02, 1.703713e+00
-1.341995200000e-02, 1.704934e+00
-1.338750400000e-02, 1.704934e+00
-1.335505600000e-02, 1.706155e+00
-1.332260800000e-02, 1.706155e+00
-1.329016000000e-02, 1.704934e+00
-1.325771200000e-02, 1.701270e+00
-1.322526400000e-02, 1.698828e+00
-1.319281600000e-02, 1.696385e+00
-1.316036800000e-02, 1.691500e+00
-1.312792000000e-02, 1.685393e+00
-1.309547200000e-02, 1.678066e+00
-1.306302400000e-02, 1.669516e+00
