Data from USB4F104151__18__11-36-30-127.txt Node

Date: Fri Mar 14 11:36:30 EDT 2025
User: louis
Spectrometer: USB4F10415
Trigger mode: 4
Integration Time (sec): 2.000000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
178.204	-38.91
178.424	-38.91
178.644	-38.91
178.864	-30.72
179.084	-75.77
179.304	-40.96
179.524	-6.14
179.744	-57.34
179.964	34.82
180.184	-22.53
180.404	22.53
180.624	12.29
180.844	55.3
181.064	24.58
181.283	-16.38
181.503	-8.19
181.723	2.05
181.943	2.05
182.163	22.53
182.383	104.45
182.602	57.34
182.822	69.63
183.042	-18.43
183.262	14.34
183.482	75.77
183.701	55.3
183.921	22.53
184.141	-67.58
184.361	67.58
184.58	34.82
184.8	-10.24
185.02	24.58
185.239	-8.19
185.459	2.05
185.679	81.92
185.898	4.1
186.118	-16.38
186.338	43.01
186.557	133.12
186.777	-14.34
186.997	65.54
187.216	-2.05
187.436	104.45
187.655	100.35
187.875	0
188.095	-14.34
188.314	92.16
188.534	49.15
188.753	22.53
188.973	69.63
189.192	51.2
189.412	16.38
189.631	81.92
189.851	20.48
190.07	73.73
190.29	55.3
190.509	-2.05
190.729	57.34
190.948	53.25
191.168	83.97
191.387	47.1
191.607	18.43
191.826	81.92
192.045	83.97
192.265	112.64
192.484	67.58
192.704	2.05
192.923	24.58
193.142	45.06
193.362	30.72
193.581	61.44
193.8	90.11
194.02	110.59
194.239	0
194.458	14.34
194.678	26.62
194.897	26.62
195.116	51.2
195.335	63.49
195.555	65.54
195.774	24.58
195.993	63.49
196.212	-16.38
196.432	18.43
196.651	43.01
196.87	96.25
197.089	49.15
197.308	67.58
197.528	59.39
197.747	38.91
197.966	65.54
198.185	43.01
198.404	-6.14
198.623	40.96
198.842	18.43
199.062	49.15
199.281	124.93
199.5	38.91
199.719	65.54
199.938	28.67
200.157	8.19
200.376	61.44
200.595	90.11
200.814	108.54
201.033	30.72
201.252	71.68
201.471	61.44
201.69	108.54
201.909	-10.24
202.128	-6.14
202.347	32.77
202.566	59.39
202.785	28.67
203.004	-8.19
203.223	131.07
203.442	26.62
203.661	2.05
203.879	8.19
204.098	75.77
204.317	0
204.536	47.1
204.755	-12.29
204.974	22.53
205.193	6.14
205.411	83.97
205.63	-6.14
205.849	47.1
206.068	-2.05
206.287	67.58
206.505	57.34
206.724	6.14
206.943	90.11
207.162	34.82
207.381	67.58
207.599	10.24
207.818	-22.53
208.037	-18.43
208.255	86.01
208.474	49.15
208.693	98.3
208.911	40.96
209.13	61.44
209.349	47.1
209.567	28.67
209.786	79.87
210.005	-2.05
210.223	18.43
210.442	-8.19
210.661	77.82
210.879	86.01
211.098	67.58
211.316	75.77
211.535	-4.1
211.753	18.43
211.972	49.15
212.191	83.97
212.409	22.53
212.628	55.3
212.846	45.06
213.065	49.15
213.283	36.86
213.502	30.72
213.72	55.3
213.938	57.34
214.157	43.01
214.375	-24.58
214.594	26.62
214.812	8.19
215.031	40.96
215.249	-26.62
215.467	112.64
215.686	-30.72
215.904	18.43
216.122	81.92
216.341	102.4
216.559	32.77
216.778	75.77
216.996	18.43
217.214	2.05
217.432	20.48
217.651	73.73
217.869	59.39
218.087	4.1
218.306	57.34
218.524	43.01
218.742	24.58
218.96	86.01
219.179	81.92
219.397	22.53
219.615	55.3
219.833	47.1
220.051	69.63
220.27	67.58
220.488	-2.05
220.706	20.48
220.924	49.15
221.142	98.3
221.36	34.82
221.578	51.2
221.796	45.06
222.015	34.82
222.233	83.97
222.451	73.73
222.669	59.39
222.887	71.68
223.105	-10.24
223.323	159.74
223.541	30.72
223.759	124.93
223.977	16.38
224.195	51.2
224.413	43.01
224.631	24.58
224.849	22.53
225.067	108.54
225.285	51.2
225.503	65.54
225.721	-18.43
225.939	110.59
226.157	26.62
226.375	63.49
226.592	47.1
226.81	18.43
227.028	79.87
227.246	30.72
227.464	32.77
227.682	57.34
227.9	59.39
228.117	6.14
228.335	12.29
228.553	55.3
228.771	38.91
228.989	124.93
229.206	-10.24
229.424	-26.62
229.642	47.1
229.86	-14.34
230.077	6.14
230.295	34.82
230.513	20.48
230.731	45.06
230.948	90.11
231.166	51.2
231.384	-8.19
231.601	-14.34
231.819	65.54
232.037	32.77
232.254	24.58
232.472	75.77
232.689	49.15
232.907	83.97
233.125	-10.24
233.342	22.53
233.56	47.1
233.777	75.77
